F_tjek_id,T_tjek_id,F_dkvejeid,T_dkvejeid,F_edge_dir,T_edge_dir
4091721,1019087,133450,133471,tf,tf
4091721,1019086,133450,133437,tf,tf
4091721,1019055,133450,133431,tf,ft
1019087,4091721,133471,133450,ft,ft
4112997,4106971,83924,83922,ft,ft
4112996,4112997,222685,83924,ft,ft
1010765,1008978,82811,222511,ft,ft
1010919,1008978,82812,222511,ft,ft
1008978,1010765,222511,82811,tf,tf
1008978,1010919,222511,82812,tf,tf
1019055,1020274,133431,133443,ft,tf
1020274,1019055,133443,133431,ft,tf
1020274,1019079,133443,133447,ft,ft
1019079,1020274,133447,133443,tf,tf
1009019,4102920,122008,222562,tf,ft
1009019,1010695,122008,122010,tf,tf
1010695,1009019,122010,122008,ft,ft
4102920,1009019,222562,122008,tf,ft
1008851,1008822,118524,123060,ft,ft
1008851,1008852,118524,118526,ft,ft
1008852,1008851,118526,118524,tf,tf
1018975,1020306,133503,133551,tf,tf
1020310,1020306,133515,133551,ft,tf
1020306,1018975,133551,133503,ft,ft
1020306,1020310,133551,133515,ft,tf
4113043,4113044,118522,123055,ft,ft
4113044,4113043,123055,118522,tf,tf
1008633,1008639,123059,123063,ft,ft
1008633,1008822,123059,123060,ft,tf
1008822,1008633,123060,123059,ft,tf
1008639,1008633,123063,123059,tf,tf
1017961,1018025,132216,132218,ft,tf
1018025,1019618,132218,132221,ft,tf
1018025,1017961,132218,132216,ft,tf
1019618,1018025,132221,132218,ft,tf
95080,304687,538660,538663,ft,ft
95081,304687,538661,538663,tf,ft
304687,304069,538663,538664,tf,tf
304687,95081,538663,538661,tf,ft
304687,95080,538663,538660,tf,tf
304069,304687,538664,538663,ft,ft
1010825,1024338,121715,121717,ft,tf
1010826,1024338,121716,121717,tf,tf
1024338,1010826,121717,121716,ft,ft
1024338,1010825,121717,121715,ft,tf
4002390,4003369,623238,623677,ft,ft
4003368,4003369,623256,623677,ft,ft
4003369,4003368,623677,623256,tf,tf
4003369,4002390,623677,623238,tf,tf
4011268,1020223,132322,132318,tf,tf
1020500,1005054,132057,133333,ft,tf
1005054,1020500,133333,132057,ft,tf
1018814,1018815,132032,132033,ft,ft
1018814,1020513,132032,132035,ft,ft
1018815,1018814,132033,132032,tf,tf
1020513,1018814,132035,132032,tf,tf
1008114,1008082,118938,123147,tf,tf
1008126,1008082,118939,123147,tf,tf
1008025,1008082,118940,123147,tf,tf
1008082,1008114,123147,118938,ft,ft
1008082,1008025,123147,118940,ft,ft
1008082,1008126,123147,118939,ft,ft
1006086,1005427,137581,137583,ft,tf
1005427,1006083,137583,137585,ft,ft
1005427,1006086,137583,137581,ft,tf
1006083,1005427,137585,137583,tf,tf
4091896,4150632,532445,532523,ft,ft
4150632,4091896,532523,532445,tf,tf
1008146,1008043,118904,118976,ft,ft
1008005,1008043,118975,118976,tf,ft
1008043,1008005,118976,118975,tf,ft
1008043,1008146,118976,118904,tf,tf
95198,95261,532511,532514,ft,ft
95198,95199,532511,532512,ft,ft
95198,95240,532511,532513,ft,tf
95199,95240,532512,532513,tf,tf
95199,95198,532512,532511,tf,tf
95240,95198,532513,532511,ft,tf
95240,95261,532513,532514,ft,ft
95240,95199,532513,532512,ft,ft
95261,95240,532514,532513,tf,tf
95261,95198,532514,532511,tf,tf
4113336,4113335,118997,119010,tf,tf
4113335,4113336,119010,118997,ft,ft
4112990,4112984,123089,123102,ft,ft
4112984,4112990,123102,123089,tf,tf
1022482,1022614,135303,135304,ft,tf
1022482,1022906,135303,135307,ft,ft
1022614,1022482,135304,135303,ft,tf
1022906,1022482,135307,135303,tf,tf
4081058,4081059,118768,118769,ft,ft
4081059,4081058,118769,118768,tf,tf
1007872,4126833,118761,118795,tf,ft
1007872,1008000,118761,118771,tf,tf
1008000,1007872,118771,118761,ft,ft
4126833,1007872,118795,118761,tf,ft
1005727,1006107,136886,136887,tf,tf
1005727,1006199,136886,136890,tf,tf
1006107,1005727,136887,136886,ft,ft
1006199,1005727,136890,136886,ft,ft
4091881,4091884,137019,137020,ft,ft
4091884,4091881,137020,137019,tf,tf
4091886,4091885,137021,137022,ft,ft
4091885,4091886,137022,137021,tf,tf
1009683,1009682,118988,118991,tf,tf
1009681,1009682,118990,118991,ft,tf
4007556,4040402,137132,137407,ft,ft
4040402,4007556,137407,137132,tf,tf
4113126,4106777,119894,119887,tf,ft
1005866,4038959,132762,132808,tf,ft
1006142,1005490,137394,137377,tf,ft
241462,241650,400156,400177,ft,ft
241462,241463,400156,400157,ft,ft
241462,241649,400156,400219,ft,tf
241463,241462,400157,400156,tf,tf
241650,241462,400177,400156,tf,tf
241649,241462,400219,400156,ft,tf
1005216,4038979,132805,132785,ft,tf
1022384,1022922,136261,136268,ft,tf
1022466,1022922,136264,136268,tf,tf
1022922,1022384,136268,136261,ft,tf
1022922,1022466,136268,136264,ft,ft
4113203,4113204,119967,119973,ft,ft
4113204,4113205,119973,119974,tf,ft
4113209,4113202,119970,119976,ft,ft
4113208,4113205,119968,119974,ft,tf
4113208,4113209,119968,119970,ft,ft
4113209,4113208,119970,119968,tf,tf
4113209,4113205,119970,119974,tf,tf
4106676,4113201,119971,119975,tf,tf
4113201,4113200,119975,119977,ft,tf
1023720,1023851,91155,91166,ft,tf
1023731,1023851,91156,91166,ft,tf
1023851,1023720,91166,91155,ft,tf
1023851,1023731,91166,91156,ft,tf
4053646,1010133,118864,119203,tf,ft
4053646,1010493,118864,118866,tf,tf
4053646,1010491,118864,118865,tf,tf
1010491,4053646,118865,118864,ft,ft
1010493,4053646,118866,118864,ft,ft
1010133,4053646,119203,118864,tf,ft
4113212,4113214,119839,119841,tf,ft
4113214,4113213,119841,119909,tf,tf
4113213,4113212,119909,119839,ft,ft
4039129,4039107,132871,132876,ft,ft
4039129,4039052,132871,132875,ft,tf
4039052,4039129,132875,132871,ft,tf
4039107,4039129,132876,132871,tf,tf
4113195,4113197,119784,119840,tf,tf
4113196,4113197,119838,119840,ft,tf
4113197,4113196,119840,119838,ft,tf
1009925,1010495,118805,118815,tf,tf
1010152,1010495,118806,118815,ft,tf
4094463,1010495,118807,118815,tf,tf
1010495,4094463,118815,118807,ft,ft
1010495,1009925,118815,118805,ft,ft
1010495,1010152,118815,118806,ft,tf
1023187,1023220,90921,90931,ft,tf
1023220,1023244,90931,90981,ft,ft
1023220,1023187,90931,90921,ft,tf
1023244,1023220,90981,90931,tf,tf
1154196,1154197,52211,52212,ft,tf
1154196,1154208,52211,52219,ft,ft
1154197,1154196,52212,52211,ft,tf
1154208,1154196,52219,52211,tf,tf
1023435,1023448,91480,91482,ft,tf
1023448,1023243,91482,91487,ft,ft
1023448,1023435,91482,91480,ft,tf
1023243,1023448,91487,91482,tf,tf
1154192,1154252,52207,52232,ft,tf
1154252,1154192,52232,52207,ft,tf
1154252,1154929,52232,52307,ft,tf
1154929,1154252,52307,52232,ft,tf
1023259,1023408,91498,91523,tf,tf
1023566,1023408,91507,91523,ft,tf
1023408,1023566,91523,91507,ft,tf
1023408,1023259,91523,91498,ft,ft
4094461,4106645,118549,119083,tf,tf
1009976,4106645,118551,119083,tf,tf
4094460,4106645,118808,119083,ft,tf
4106645,1009976,119083,118551,ft,ft
4106645,4094461,119083,118549,ft,ft
4106645,4094460,119083,118808,ft,tf
4000266,4000266,122174,122174,ft,tf
4000301,4000266,122183,122174,ft,tf
4000265,4000265,122232,122232,tf,ft
1020839,1020838,120489,120496,tf,tf
1022333,1020838,120494,120496,ft,tf
1020838,1020839,120496,120489,ft,ft
1020838,1022333,120496,120494,ft,tf
1023593,1023538,91510,91664,ft,tf
1023268,1023538,91654,91664,ft,tf
1023538,1023268,91664,91654,ft,tf
1023538,1023593,91664,91510,ft,tf
241309,241410,399581,399618,ft,ft
241310,241410,399582,399618,tf,ft
241410,241310,399618,399582,tf,ft
241410,241309,399618,399581,tf,tf
4004853,4004853,122165,122165,ft,tf
4000302,4000266,122170,122174,tf,ft
4000266,4000266,122174,122174,tf,ft
4109351,4109351,137970,137970,ft,tf
4113014,4113014,137972,137972,tf,ft
4001258,4001258,122175,122175,tf,ft
4001258,4000301,122175,122183,tf,ft
1022965,1022965,137964,137964,ft,tf
1022965,1022346,137964,137968,ft,ft
1020820,1022965,137967,137964,ft,tf
1020820,1022346,137967,137968,ft,ft
4109351,4109351,137970,137970,tf,ft
4001258,4001258,122175,122175,ft,tf
4004854,4004854,122177,122177,tf,ft
4000300,4004854,122189,122177,ft,ft
4004853,4004853,122165,122165,tf,ft
4004852,4004852,122166,122166,ft,tf
1022346,1023011,137968,137969,ft,ft
4004855,4004855,122169,122169,tf,ft
4004854,4004854,122177,122177,ft,tf
4004852,4004852,122166,122166,tf,ft
4004851,4004851,122167,122167,ft,tf
4001260,4001260,122168,122168,tf,ft
4001260,4000302,122168,122170,tf,tf
4004855,4004855,122169,122169,ft,tf
1022965,1022965,137964,137964,tf,ft
1022965,1023013,137964,137966,tf,ft
1023011,1022965,137969,137964,ft,ft
1023011,1023013,137969,137966,ft,ft
4001260,4001260,122168,122168,ft,tf
4000299,4114682,122191,122239,ft,ft
4114682,4114682,122239,122239,tf,ft
1023039,1023038,135914,135932,ft,ft
4004851,4004851,122167,122167,tf,ft
4000264,4000264,122184,122184,ft,tf
4000264,4000299,122184,122191,ft,ft
1023479,1023725,92551,92557,tf,ft
1023479,1023280,92551,92556,tf,tf
1023280,1023479,92556,92551,ft,ft
1023725,1023479,92557,92551,tf,ft
4000264,4000264,122184,122184,tf,ft
4000264,4000300,122184,122189,tf,ft
4000270,4000270,122468,122468,ft,tf
1023531,1023345,90901,91002,ft,tf
1023531,1023347,90901,90903,ft,ft
1023347,1023531,90903,90901,tf,tf
1023345,1023531,91002,90901,ft,tf
1022425,1022654,137747,137746,ft,tf
4039876,4039876,137751,137751,tf,ft
4039876,1022425,137751,137747,tf,tf
4039876,4039876,137751,137751,ft,tf
4038884,4038886,133939,134388,tf,ft
4038881,4038884,134384,133939,ft,ft
4038881,4038886,134384,134388,ft,ft
4038886,4038881,134388,134384,tf,tf
4038886,4038884,134388,133939,tf,ft
4074986,4164802,140410,140515,tf,tf
4164802,4074986,140515,140410,ft,ft
1005238,1005926,133872,133887,tf,ft
1005926,1005238,133887,133872,tf,ft
1005926,4038686,133887,133880,tf,ft
1140523,1140576,90849,90850,ft,tf
1140576,1140523,90850,90849,ft,tf
1140576,1140575,90850,90853,ft,ft
1140575,1140576,90853,90850,tf,tf
4109724,4109724,140500,140500,tf,ft
1140584,1140708,90831,90848,ft,tf
1140584,1140576,90831,90850,ft,ft
1140708,1140584,90848,90831,ft,tf
1140681,1140680,90866,90867,ft,tf
1140680,1140681,90867,90866,ft,tf
4109812,4109812,140448,140448,tf,ft
4109724,4109724,140500,140500,ft,tf
4109812,4109812,140448,140448,ft,tf
1140593,1138723,89771,89817,ft,tf
1140593,1138697,89771,90847,ft,ft
1138723,1140593,89817,89771,ft,tf
1138697,1140593,90847,89771,tf,tf
4104444,1010382,119527,119528,tf,ft
1010382,4106598,119528,119688,tf,tf
1010382,4104444,119528,119527,tf,ft
4106598,1010382,119688,119528,ft,ft
1028471,4112568,134859,134882,ft,ft
1028797,4112568,134860,134882,ft,ft
1028897,4112568,134861,134882,tf,ft
4112568,1028797,134882,134860,tf,tf
4112568,1028897,134882,134861,tf,ft
4112568,1028471,134882,134859,tf,tf
1140587,1140543,89814,89816,ft,tf
1140587,1138723,89814,89817,ft,ft
1140543,1140587,89816,89814,ft,tf
1138723,1140587,89817,89814,tf,tf
1021328,1021840,122503,122525,tf,ft
1021329,1021840,122504,122525,ft,ft
1021840,1021329,122525,122504,tf,tf
1021840,1021328,122525,122503,tf,ft
1027669,1028194,134276,134288,tf,tf
1023104,4039689,138693,138816,tf,tf
4039689,1023104,138816,138693,ft,ft
4114680,4114680,121968,121968,ft,tf
1023383,1023507,90301,90653,tf,tf
1024416,1023381,90323,90649,tf,tf
1023381,1023507,90649,90653,ft,tf
1023507,1023383,90653,90301,ft,ft
1023507,1024416,90653,90323,ft,ft
1023507,1023381,90653,90649,ft,tf
4039923,4040001,139257,139264,ft,ft
4039951,4040001,139263,139264,ft,ft
4040001,4039951,139264,139263,tf,tf
4040001,4039923,139264,139257,tf,tf
4104113,4104113,120443,120443,ft,tf
1138700,1140594,89790,89805,ft,tf
1138700,1138698,89790,89798,ft,ft
1138698,1138700,89798,89790,tf,tf
1140594,1138700,89805,89790,ft,tf
4104117,4104117,120447,120447,ft,tf
4113273,4113272,120449,120450,ft,ft
4113272,4113273,120450,120449,tf,tf
1140588,1138706,89772,89815,ft,ft
1140598,1138706,89773,89815,ft,ft
1138706,1140588,89815,89772,tf,tf
1139327,1140588,92205,89772,ft,tf
1140602,1140603,89795,89803,ft,tf
1140602,1140560,89795,89804,ft,ft
1140602,1140594,89795,89805,ft,ft
1140603,1140602,89803,89795,ft,tf
1140560,1140602,89804,89795,tf,tf
1140594,1140602,89805,89795,tf,tf
4113000,4113002,119074,119363,ft,ft
4113002,4113000,119363,119074,tf,tf
1140595,1140606,89797,92362,tf,tf
1140603,1140606,89803,92362,tf,tf
1140606,1140595,92362,89797,ft,ft
1140606,1140603,92362,89803,ft,ft
1020973,1020989,137714,140418,tf,tf
1020973,4051226,137714,137684,tf,ft
1020973,4051215,137714,137715,tf,ft
4051215,1020973,137715,137714,tf,ft
1020989,1020973,140418,137714,ft,ft
1021301,1021867,122645,122646,tf,ft
1021867,1021301,122646,122645,tf,ft
4039727,4109750,137741,138697,tf,tf
4109750,4039727,138697,137741,ft,ft
1022593,1021752,138230,138235,tf,ft
4104593,4104625,119358,119378,ft,ft
1021939,1022584,139190,139207,tf,ft
1022633,1022584,139197,139207,ft,ft
1022584,1022633,139207,139197,tf,tf
1022584,1021939,139207,139190,tf,ft
4051733,4038834,134022,134056,ft,ft
4038834,4051733,134056,134022,tf,tf
1140149,1139858,92360,92364,tf,ft
1140180,1139858,92361,92364,tf,ft
1139858,1140149,92364,92360,tf,ft
1139858,1140180,92364,92361,tf,ft
1022035,1021124,139194,139211,ft,ft
1022633,1021124,139197,139211,tf,ft
1021124,1022035,139211,139194,tf,tf
1021124,1022633,139211,139197,tf,ft
1024082,1023159,90550,90564,ft,ft
1024083,1023159,90551,90564,ft,ft
1023159,1024082,90564,90550,tf,tf
1023159,1024083,90564,90551,tf,tf
4000291,4000291,122461,122461,ft,tf
4000291,4001275,122461,122462,ft,ft
4001275,4001275,122462,122462,tf,ft
4001275,4000270,122462,122468,tf,ft
4000270,4000270,122468,122468,tf,ft
4039633,1021942,139276,139279,tf,tf
1021942,4039633,139279,139276,ft,ft
4000281,4000281,122459,122459,ft,tf
4001274,4000281,122460,122459,ft,tf
4000291,4000291,122461,122461,tf,ft
1021405,1021409,138314,138318,tf,tf
1021405,1021755,138314,138315,tf,tf
1021405,1021762,138314,138316,tf,ft
1021755,1021405,138315,138314,ft,ft
1021762,1021405,138316,138314,tf,ft
1021409,1021405,138318,138314,ft,ft
4088914,4104580,119254,119377,ft,tf
4088914,4104616,119254,119279,ft,ft
1024032,1024176,90586,90598,ft,tf
1024032,1024028,90586,90588,ft,ft
1024028,1024032,90588,90586,tf,tf
1024176,1024032,90598,90586,ft,tf
4113981,4113980,92089,92090,tf,tf
4113980,4113981,92090,92089,ft,ft
4145069,4145070,92091,92092,ft,ft
4145070,4145069,92092,92091,tf,tf
71408,71443,649051,649066,ft,tf
4082700,4082699,123377,123389,tf,tf
4082699,4082700,123389,123377,ft,ft
4050226,1027630,134974,135040,ft,ft
1027630,4050226,135040,134974,tf,tf
4104569,4104640,124038,119276,tf,ft
330620,329981,542608,542609,tf,tf
329981,330620,542609,542608,ft,ft
329981,4097085,542609,542610,ft,tf
4097085,329981,542610,542609,ft,tf
71426,71406,649007,649016,ft,ft
71437,71436,649076,649077,tf,tf
71436,4088448,649077,649097,ft,tf
71436,71437,649077,649076,ft,ft
4088448,71436,649097,649077,ft,tf
4107087,4107088,138563,138581,ft,ft
4107088,4107087,138581,138563,tf,tf
4001273,4000281,122455,122459,ft,ft
4001273,1023034,122455,122454,ft,ft
4000281,4000281,122459,122459,tf,ft
4000281,1023034,122459,122454,tf,ft
4049142,4049142,122835,122835,tf,ft
1030383,4085370,123453,123464,tf,tf
4085370,1030383,123464,123453,ft,ft
1021455,4036932,122436,222047,tf,ft
4038195,4036932,122674,222047,ft,ft
4036932,1021455,222047,122436,tf,ft
4036932,4038195,222047,122674,tf,tf
1022574,1022544,139300,139299,tf,ft
1022574,4094704,139300,139290,ft,ft
1022574,4094703,139300,139292,ft,tf
1021214,1021955,139303,139301,tf,ft
1030438,1030438,123678,123678,tf,ft
1021426,1022548,139291,139302,tf,ft
4094703,1022548,139292,139302,tf,ft
4082868,4082872,92329,92330,ft,ft
4082872,4082868,92330,92329,tf,tf
1030436,1030436,123677,123677,tf,ft
4113497,4113497,123690,123690,ft,tf
1140263,1140273,90186,92328,ft,ft
1140273,1140302,92328,93245,tf,tf
1140273,1140263,92328,90186,tf,tf
1140302,1140273,93245,92328,ft,ft
4104032,4104032,123716,123716,tf,ft
4104032,4113498,123716,123676,tf,ft
4104146,4104146,123733,123733,tf,ft
4104146,4113505,123733,123719,tf,tf
1138847,1140214,92909,92910,ft,tf
1140214,1140255,92910,93107,ft,ft
1140214,1138847,92910,92909,ft,tf
1140214,1140256,92910,92911,ft,tf
1140256,1140214,92911,92910,ft,tf
1140255,1140214,93107,92910,tf,tf
1139827,1139820,92075,92078,tf,tf
1139834,1139820,92076,92078,ft,tf
1139820,1139834,92078,92076,ft,tf
1139820,1139827,92078,92075,ft,ft
1140236,1140227,92847,92848,ft,ft
1140227,1140228,92848,92849,tf,tf
1140227,1140236,92848,92847,tf,tf
1140228,1140227,92849,92848,ft,ft
1140326,1140338,92499,92500,tf,tf
1140338,1140414,92500,92501,ft,ft
1140338,1140326,92500,92499,ft,ft
1140414,1140338,92501,92500,tf,tf
304401,304391,539466,539467,ft,tf
304391,304128,539467,539470,ft,ft
304391,304401,539467,539466,ft,tf
304128,304391,539470,539467,tf,tf
4081198,4081197,92843,92844,ft,ft
4081197,4081198,92844,92843,tf,tf
1138844,1140352,89389,89391,ft,tf
1140324,1140352,89390,89391,ft,tf
1140352,1138844,89391,89389,ft,tf
1140352,1140359,89391,89392,ft,tf
1140352,1140324,89391,89390,ft,tf
1140359,1140352,89392,89391,ft,tf
4082866,4082858,139867,139877,ft,ft
4082858,4082866,139877,139867,tf,tf
1138840,1140417,89383,89395,tf,tf
1140354,1140417,89384,89395,ft,tf
1140417,1138840,89395,89383,ft,ft
1140417,1140354,89395,89384,ft,tf
1026636,4104501,124830,124873,tf,tf
4104501,1026636,124873,124830,ft,ft
4160223,4160222,134822,134823,ft,ft
4160222,4160223,134823,134822,tf,tf
1139201,1139202,93022,93039,tf,tf
1139113,1139202,93038,93039,tf,tf
1139202,1139113,93039,93038,ft,ft
1139202,1139201,93039,93022,ft,ft
1139201,1139203,93022,93023,ft,tf
1139203,1139201,93023,93022,ft,tf
4102058,4102058,136407,136407,tf,ft
1139122,1139204,92995,92996,ft,tf
1139204,1139129,92996,93020,ft,tf
1139204,1139122,92996,92995,ft,tf
1139129,1139204,93020,92996,ft,tf
1021653,1021653,136406,136406,tf,ft
1152499,1152557,55962,55964,ft,tf
1152557,1152499,55964,55962,ft,tf
1021674,1022827,136396,136400,tf,ft
1021694,1022827,136399,136400,tf,ft
1021653,1022827,136406,136400,ft,ft
4049143,4049143,121405,121405,tf,ft
4097982,4049142,122834,122835,tf,tf
4097982,4097985,122834,122833,tf,ft
4049142,4049142,122835,122835,ft,tf
4049142,4097985,122835,122833,ft,ft
1155201,1155203,55953,55954,tf,tf
1155203,1155201,55954,55953,ft,ft
4049143,4049143,121405,121405,ft,tf
4049143,1022819,121405,121883,ft,tf
1022819,1022819,121883,121883,ft,tf
1022819,1021645,121883,122313,ft,ft
1022819,1022820,121883,121404,ft,ft
1021645,1021645,122313,122313,tf,ft
1021645,1022820,122313,121404,tf,ft
1021645,1022819,122313,121883,tf,tf
1028387,1028118,131384,131382,ft,tf
1028646,1028387,131387,131384,tf,tf
4082810,4082811,414923,415003,ft,ft
4082811,4082810,415003,414923,tf,tf
4082874,4082873,133568,133569,tf,tf
4082873,4082874,133569,133568,ft,ft
4140523,4140524,120351,120352,ft,ft
4140524,4140523,120352,120351,tf,tf
313349,312981,621719,621730,ft,tf
312970,312981,621727,621730,tf,tf
312981,312970,621730,621727,ft,ft
312981,313349,621730,621719,ft,tf
4107113,4107114,131178,131177,ft,tf
4107113,1025588,131178,131180,tf,ft
4018978,4018977,131495,131599,ft,ft
4018977,4018585,131599,135113,tf,ft
4018977,4018978,131599,131495,tf,tf
313201,313147,538550,538558,ft,tf
313147,313201,538558,538550,ft,tf
313147,313200,538558,538563,ft,tf
313200,313147,538563,538558,ft,tf
4018276,4142699,131249,131275,ft,tf
4018276,4018277,131249,131250,ft,ft
4018277,4018276,131250,131249,tf,tf
256510,258495,414686,414691,tf,tf
258495,256510,414691,414686,ft,ft
1024492,4001293,131184,131186,tf,ft
4001293,1024492,131186,131184,tf,ft
4001293,4018273,131186,131193,tf,tf
4018273,4001293,131193,131186,ft,ft
4015840,4015845,140186,140192,tf,tf
4015845,4015843,140192,140202,ft,ft
4015845,4015840,140192,140186,ft,ft
4015843,4015845,140202,140192,tf,tf
1022765,1022765,122310,122310,tf,ft
1022765,1021644,122310,122311,tf,tf
1021644,1021644,122311,122311,ft,tf
1021644,1021645,122311,122313,ft,tf
1021645,1021645,122313,122313,ft,tf
1021645,1021644,122313,122311,ft,tf
1022765,1022765,122310,122310,ft,tf
1022765,1022818,122310,122312,ft,ft
1021641,1021641,220998,220998,tf,ft
4097157,4097163,140268,140277,tf,tf
4097163,4097157,140277,140268,ft,ft
4097167,4097168,140159,140204,ft,ft
4097168,4097167,140204,140159,tf,tf
1021613,1022796,140138,140144,tf,ft
1022795,1022796,140140,140144,ft,ft
1025538,1025165,131097,131098,tf,tf
1025165,1025599,131098,131111,ft,tf
1025165,4018480,131098,131099,ft,ft
1025165,1025538,131098,131097,ft,ft
4018480,1025165,131099,131098,tf,tf
1025599,1025165,131111,131098,ft,tf
1155753,1155736,88800,88802,tf,tf
1153203,1155736,88801,88802,ft,tf
1155736,1155753,88802,88800,ft,ft
1155736,1153203,88802,88801,ft,tf
1024794,1024515,140867,140868,ft,ft
1024515,4018676,140868,222253,tf,ft
1024515,1024794,140868,140867,tf,tf
1024515,4001289,140868,140869,tf,tf
4001289,1024515,140869,140868,ft,ft
4018676,1024515,222253,140868,tf,ft
1024555,1024574,140593,221018,ft,ft
1024555,1024897,140593,140594,ft,ft
1024897,1024555,140594,140593,tf,tf
1024574,1024555,221018,140593,tf,tf
4097161,4097154,140148,140149,ft,ft
4097154,4097161,140149,140148,tf,tf
1024629,1025669,140603,221037,ft,ft
1025669,1024629,221037,140603,tf,tf
1009714,1009758,123901,123902,ft,tf
1009758,1009714,123902,123901,ft,tf
4016091,4016169,148671,222238,tf,ft
4016170,4016169,148674,222238,ft,ft
4016169,4016170,222238,148674,tf,tf
4016169,4016091,222238,148671,tf,ft
1152993,1153020,55249,55250,ft,tf
1153020,1152993,55250,55249,ft,tf
1153020,1155119,55250,55251,ft,ft
1155119,1153020,55251,55250,tf,tf
312548,312590,609999,610008,ft,ft
313190,312590,610002,610008,ft,ft
312590,312548,610008,609999,tf,tf
312590,313190,610008,610002,tf,tf
230276,229721,540554,540577,ft,tf
230276,229722,540554,540578,ft,ft
229721,230276,540577,540554,ft,tf
229722,230276,540578,540554,tf,tf
1024741,4093140,140725,140742,tf,tf
1024741,4107116,140725,140798,tf,tf
4093140,1024741,140742,140725,ft,ft
4107116,1024741,140798,140725,ft,ft
1001925,1001925,148729,148729,ft,tf
312588,312589,610004,611166,tf,tf
312590,312589,610008,611166,ft,tf
312589,312590,611166,610008,ft,tf
312589,312588,611166,610004,ft,ft
4080923,4080922,540596,540597,ft,ft
4080922,4080923,540597,540596,tf,tf
1001925,1001925,148729,148729,tf,ft
4107119,4107116,140839,140798,ft,ft
1024589,1025332,143731,143729,tf,tf
1025833,4004843,143640,143697,ft,ft
4018771,1025833,143646,143640,tf,tf
1025832,4004843,143676,143697,tf,ft
4004843,1025832,143697,143676,tf,ft
4004843,1025833,143697,143640,tf,tf
1024715,1024923,143651,143661,ft,tf
1024923,1024715,143661,143651,ft,tf
4018870,1024774,143627,143753,ft,tf
1024774,4018870,143753,143627,ft,tf
1024919,1025333,143421,143416,tf,tf
1025335,1025331,143415,143420,tf,ft
1025331,1025342,143420,143943,tf,tf
1025232,4018844,143602,143603,ft,ft
4018844,4018851,143603,143614,tf,ft
4018844,1025232,143603,143602,tf,tf
4018851,4018844,143614,143603,tf,ft
4097359,4097359,540687,540687,tf,ft
4097359,4097348,540687,540654,tf,tf
1002347,1002347,154730,154730,tf,ft
1021641,1021641,220998,220998,ft,tf
4161802,4161803,146494,146495,ft,ft
4161803,4161802,146495,146494,tf,tf
1030453,1030052,178606,178607,ft,ft
1030052,1030052,178607,178607,tf,ft
1030052,1030453,178607,178606,tf,tf
1030052,1030449,178607,178614,tf,tf
1030449,1030052,178614,178607,ft,ft
4097407,4097402,540644,540640,ft,ft
4097407,4101351,540644,540685,ft,tf
4101351,4097407,540685,540644,ft,tf
4097360,4097360,540643,540643,ft,tf
4097360,4097355,540643,540653,ft,tf
4049050,1025822,143774,143776,ft,ft
1030076,1030459,178659,178662,ft,tf
1030076,1030493,178659,178663,ft,tf
1030459,1030076,178662,178659,ft,tf
1030493,1030076,178663,178659,ft,tf
1025526,1025072,143907,143909,ft,ft
1025137,1025136,143775,143768,ft,ft
1153377,1153512,89982,89983,ft,tf
1153512,1153377,89983,89982,ft,tf
4113430,4113431,154341,154337,tf,ft
4113395,4113393,154340,154336,ft,tf
1001112,1001112,154346,154346,ft,tf
321685,318689,611177,611372,tf,tf
318689,318752,611372,651751,ft,ft
318689,321685,611372,611177,ft,ft
318752,318689,651751,611372,tf,tf
1001191,1001190,155125,155126,ft,ft
4113423,4113422,153878,153877,tf,ft
1000981,1002206,154024,154027,tf,ft
1000981,1001615,154024,154025,tf,tf
1001615,1000981,154025,154024,ft,ft
1002206,1000981,154027,154024,tf,ft
230251,4097360,540632,540643,ft,ft
230252,230251,540633,540632,tf,tf
230474,230251,540634,540632,ft,tf
4097360,4097360,540643,540643,tf,ft
4097360,230251,540643,540632,tf,tf
1001610,1000906,154203,154210,tf,ft
1001610,1001609,154203,154202,tf,tf
1000906,1000906,154210,154210,tf,ft
1000906,1001609,154210,154202,tf,tf
1002347,1002347,154730,154730,ft,tf
4142857,4142859,154174,154171,ft,tf
1153321,1153844,90031,90169,tf,tf
1153844,1153321,90169,90031,ft,ft
232456,232476,403670,403706,tf,ft
232456,232475,403670,403677,tf,tf
232475,232456,403677,403670,ft,ft
232476,232456,403706,403670,tf,ft
4033165,1001147,153536,153545,ft,ft
1001147,4033166,153545,154225,tf,ft
1001147,4033165,153545,153536,tf,tf
4033166,1001147,154225,153545,tf,ft
4091715,4091717,153303,153302,ft,ft
4091717,1001710,153302,153306,ft,tf
4091717,1001705,153302,154189,ft,tf
1001710,4091717,153306,153302,ft,tf
1001705,4091717,154189,153302,ft,tf
230407,230406,541894,541896,tf,tf
230406,230407,541896,541894,ft,ft
1064633,1064642,140981,141004,ft,tf
1064643,1064643,140982,140982,tf,ft
1064642,1064643,141004,140982,ft,ft
1064642,1064633,141004,140981,ft,tf
1153900,1153905,89267,89281,ft,ft
1153900,1153541,89267,89266,ft,tf
4033137,4033153,148944,148945,ft,tf
4033137,4033147,148944,148946,ft,ft
1000904,1000906,153524,154210,tf,tf
1000904,1000902,153524,153080,tf,tf
1000906,1000906,154210,154210,ft,tf
